Trips,Holiday,PRCP,SNOW,TMAX,TMIN,TAVG,AWND,Month,Weekday
5855.0,0,0.0,0.0,13.9,6.7,11.2,3.8,12,3
3220.0,1,0.0,0.0,8.3,2.2,6.7,3.7,1,4
4922.0,0,0.0,0.0,8.9,0.0,4.2,2.8,1,5
4964.0,0,0.0,0.0,12.2,0.0,4.9,3.5,1,6
5133.0,0,0.0,0.0,3.3,-6.0,2.0,7.5,1,0
4850.0,0,0.0,0.0,1.1,-8.8,-4.3,4.6,1,1
5712.0,0,0.0,0.0,4.4,-6.6,-1.7,1.7,1,2
6592.0,0,0.0,0.0,6.1,1.1,3.3,1.2,1,3
6153.0,0,0.0,0.0,7.2,4.4,5.1,2.0,1,4
5314.0,0,5.8,0.0,10.0,5.0,6.9,2.1,1,5
5663.0,0,14.2,0.0,16.7,2.8,12.5,7.6,1,6
6490.0,0,0.0,0.0,8.3,-2.1,2.1,6.0,1,1
5620.0,0,0.0,0.0,0.0,-6.0,-2.0,4.5,1,2
7164.0,0,0.0,0.0,11.7,-2.1,1.7,3.4,1,3
5983.0,0,8.1,0.0,10.0,1.1,5.9,2.6,1,4
5908.0,0,0.3,0.0,11.7,3.3,7.1,4.1,1,5
3400.0,0,1.3,8.0,3.3,0.0,2.9,2.9,1,6
2499.0,1,0.0,0.0,1.1,-8.8,-3.1,7.9,1,0
3912.0,0,0.0,0.0,-2.1,-9.3,-6.9,6.7,1,1
4321.0,0,0.8,18.0,-0.5,-7.1,-4.5,3.6,1,2
4228.0,0,0.0,0.0,1.1,-4.3,-2.3,5.4,1,3
2985.0,0,13.0,165.0,-1.6,-5.5,-3.3,5.2,1,4
528.0,0,0.0,0.0,8.9,-0.5,5.7,4.3,1,2
2022.0,0,0.0,0.0,4.4,-3.8,0.4,1.8,1,3
2942.0,0,0.0,0.0,6.1,-2.1,2.4,5.4,1,4
2822.0,0,0.0,0.0,5.6,-4.3,0.8,3.4,1,5
3611.0,0,0.0,0.0,13.9,2.2,6.2,4.2,1,6
4604.0,0,3.0,0.0,16.1,6.1,10.0,4.0,2,0
6584.0,0,0.0,0.0,11.7,2.2,6.7,2.8,2,1
4243.0,0,12.7,0.0,13.9,5.0,7.4,3.1,2,2
6691.0,0,0.5,0.0,14.4,5.6,11.2,5.9,2,3
5822.0,0,1.0,0.0,6.7,0.6,4.8,6.7,2,4
5042.0,0,0.0,0.0,6.7,-2.1,2.2,2.7,2,5
4664.0,0,0.0,0.0,7.8,-1.0,3.1,3.3,2,6
5994.0,0,0.3,0.0,7.8,1.1,4.8,3.8,2,0
4053.0,0,5.6,0.0,4.4,0.0,3.3,3.4,2,1
5493.0,0,0.0,0.0,3.9,-3.2,0.9,5.8,2,2
4246.0,0,0.0,0.0,-1.0,-6.0,-3.3,6.3,2,3
4363.0,0,0.0,0.0,-0.5,-7.1,-4.3,2.9,2,4
1535.0,0,0.0,3.0,-2.1,-9.3,-4.3,8.2,2,5
1851.0,0,0.3,5.0,-3.2,-10.5,-7.8,3.8,2,6
501.0,1,11.9,71.0,-0.5,-6.6,-4.6,2.6,2,0
3238.0,0,17.5,0.0,11.7,-1.0,4.5,4.5,2,1
6097.0,0,0.0,0.0,9.4,-0.5,4.8,3.5,2,2
5822.0,0,0.0,0.0,4.4,-1.0,2.6,5.1,2,3
5633.0,0,0.0,0.0,5.6,-3.2,0.5,3.7,2,4
8245.0,0,0.0,0.0,18.3,4.4,8.2,5.0,2,5
4254.0,0,2.3,0.0,13.9,7.2,10.4,3.1,2,6
7148.0,0,0.0,0.0,11.7,5.0,8.8,3.1,2,0
2585.0,0,13.2,0.0,7.2,4.4,6.3,4.7,2,1
3279.0,0,27.9,0.0,18.3,5.6,8.8,4.7,2,2
6330.0,0,0.0,0.0,15.6,4.4,10.9,7.7,2,3
5345.0,0,0.0,0.0,4.4,-0.5,3.8,7.2,2,4
5432.0,0,0.0,0.0,8.3,-2.7,2.2,3.2,2,5
8588.0,0,0.0,0.0,18.3,4.4,11.2,4.0,3,1
5918.0,0,2.5,0.0,15.6,-0.5,9.1,8.4,3,2
5902.0,0,0.5,0.0,5.0,-1.6,1.4,3.1,3,3
5345.0,0,1.3,8.0,5.6,0.0,2.2,5.5,3,4
5334.0,0,0.0,0.0,7.2,1.7,4.0,3.3,3,5
5899.0,0,0.0,0.0,11.1,2.8,5.4,1.9,3,6
9003.0,0,0.0,0.0,18.9,2.2,8.3,4.8,3,0
10558.0,0,0.0,0.0,26.1,7.8,14.9,2.2,3,1
11214.0,0,0.0,0.0,26.1,8.3,16.3,3.1,3,2
10954.0,0,0.0,0.0,26.1,13.9,18.7,5.1,3,3
11220.0,0,0.0,0.0,22.8,13.9,20.2,4.1,3,4
10427.0,0,0.0,0.0,15.6,10.0,13.6,2.1,3,5
5194.0,0,6.6,0.0,15.6,9.4,12.9,3.6,3,6
7671.0,0,4.8,0.0,11.7,8.3,10.3,4.8,3,0
8558.0,0,0.8,0.0,18.3,8.3,10.9,2.4,3,1
13356.0,0,0.3,0.0,23.3,9.4,15.4,2.0,3,2
10673.0,0,0.0,0.0,20.6,9.4,14.8,3.9,3,3
11429.0,0,0.0,0.0,19.4,8.9,14.6,4.7,3,4
3227.0,0,3.3,0.0,13.9,3.3,9.0,5.0,3,5
4532.0,0,0.0,0.0,6.7,2.8,4.4,4.3,3,6
7580.0,0,0.0,0.0,11.7,2.8,6.1,5.0,3,0
9763.0,0,0.0,0.0,16.7,1.7,8.3,4.6,3,1
12340.0,0,0.0,0.0,23.9,11.7,15.9,5.3,3,2
13363.0,0,0.0,0.0,25.0,10.0,17.3,5.2,3,3
12212.0,0,0.8,0.0,22.2,9.4,19.1,6.8,3,4
14116.0,0,0.0,0.0,16.7,5.0,10.4,3.3,3,5
8564.0,0,0.5,0.0,13.9,8.9,11.8,3.2,3,6
8430.0,0,8.1,0.0,21.1,9.4,12.7,5.8,3,0
10221.0,0,0.0,0.0,15.6,7.8,12.3,6.8,3,1
10873.0,0,0.0,0.0,17.2,5.0,10.9,4.3,3,2
11029.0,0,0.0,0.0,23.3,12.2,16.4,7.8,3,3
10875.0,0,1.3,0.0,28.3,17.8,21.6,6.3,4,4
9281.0,0,2.5,0.0,18.9,7.2,16.1,5.5,4,5
6800.0,0,0.0,0.0,12.2,2.8,7.8,6.8,4,6
7512.0,0,0.0,0.0,7.8,-1.0,5.0,6.6,4,1
9068.0,0,0.0,0.0,13.9,0.0,6.5,5.8,4,2
5433.0,0,17.8,0.0,18.3,8.9,13.0,5.0,4,3
9529.0,0,0.0,0.0,12.2,6.1,9.2,5.0,4,4
4069.0,0,4.3,0.0,10.0,1.1,6.8,6.7,4,5
7421.0,0,0.0,0.0,11.1,-0.5,4.2,4.3,4,6
9456.0,0,0.3,0.0,22.8,8.3,12.8,7.4,4,0
8583.0,0,1.3,0.0,20.0,8.9,17.4,7.1,4,1
10131.0,0,0.0,0.0,15.0,6.1,10.6,2.8,4,2
10523.0,0,0.0,0.0,17.8,4.4,11.2,2.2,4,3
11395.0,1,0.0,0.0,17.8,5.6,12.2,2.0,4,4
13505.0,1,0.0,0.0,22.2,7.2,14.1,2.8,4,5
12367.0,0,0.0,0.0,23.3,8.3,14.8,1.6,4,6
11882.0,0,0.0,0.0,29.4,10.6,19.6,2.1,4,0
11927.0,0,0.0,0.0,28.9,13.3,21.2,4.7,4,1
11650.0,0,0.0,0.0,21.7,10.0,16.8,3.6,4,2
11447.0,0,0.0,0.0,24.4,9.4,15.9,4.7,4,3
11093.0,0,0.0,0.0,24.4,17.8,20.3,4.8,4,4
8487.0,0,6.6,0.0,21.7,12.8,18.2,5.6,4,5
11948.0,0,0.0,0.0,19.4,7.8,14.6,3.7,4,6
11694.0,0,0.0,0.0,25.6,10.6,16.7,3.5,4,0
11718.0,0,0.0,0.0,30.0,18.3,23.3,5.1,4,1
8360.0,0,0.8,0.0,21.7,11.7,16.9,3.5,4,2
5195.0,0,14.7,0.0,13.3,8.9,12.2,3.7,4,3
8258.0,0,0.3,0.0,13.3,8.9,10.2,3.3,4,4
8511.0,0,0.5,0.0,14.4,10.6,12.1,2.7,4,5
4376.0,0,12.2,0.0,15.0,11.1,12.7,3.1,5,6
8139.0,0,31.5,0.0,25.0,12.8,16.1,2.5,5,0
8132.0,0,4.3,0.0,22.8,14.4,18.7,3.3,5,1
9625.0,0,0.8,0.0,15.6,11.7,14.2,4.1,5,2
8726.0,0,0.5,0.0,14.4,10.6,11.9,4.9,5,3
3102.0,0,20.1,0.0,12.8,10.6,12.2,3.9,5,4
9225.0,0,3.6,0.0,19.4,10.0,13.3,3.0,5,5
10803.0,0,1.0,0.0,22.2,12.2,16.9,4.5,5,6
9164.0,0,1.5,0.0,17.8,10.0,14.5,2.5,5,0
10242.0,0,0.3,0.0,18.3,13.3,15.8,3.1,5,1
7669.0,0,10.4,0.0,16.1,12.2,13.8,2.2,5,2
10805.0,0,0.0,0.0,18.9,14.4,15.9,2.1,5,3
10106.0,0,2.0,0.0,25.6,15.0,19.1,3.5,5,4
9389.0,0,3.3,0.0,24.4,11.1,17.9,4.5,5,5
11357.0,0,0.0,0.0,19.4,7.2,12.9,3.8,5,0
5374.0,0,10.4,0.0,15.0,12.2,13.9,1.9,5,1
10583.0,0,0.0,0.0,18.9,12.2,14.7,2.9,5,2
11720.0,0,0.3,0.0,21.1,13.3,16.4,2.5,5,3
13860.0,0,0.0,0.0,24.4,11.7,18.2,2.4,5,4
4432.0,0,16.5,0.0,17.2,12.8,15.7,4.7,5,5
2851.0,0,9.4,0.0,14.4,12.2,13.1,4.3,5,6
8048.0,0,4.6,0.0,23.9,13.9,16.6,3.1,5,0
13235.0,0,0.0,0.0,28.3,13.9,20.5,4.0,5,1
12786.0,0,0.0,0.0,30.0,15.6,23.0,2.2,5,2
12188.0,0,0.0,0.0,31.1,17.2,23.1,3.5,5,3
12139.0,0,0.0,0.0,31.1,20.6,25.4,3.8,5,4
11560.0,0,0.0,0.0,30.6,21.1,25.5,4.3,5,5
9069.0,0,10.9,0.0,28.3,18.9,23.7,2.7,5,6
9930.0,1,0.0,0.0,26.7,20.0,22.7,2.6,5,0
11578.0,0,0.0,0.0,30.6,21.1,24.7,1.7,5,1
12355.0,0,0.0,0.0,30.6,20.6,25.4,2.6,6,2
12366.0,0,0.0,0.0,27.8,20.0,23.4,2.2,6,3
8517.0,0,8.1,0.0,27.2,22.2,23.7,2.7,6,4
11991.0,0,0.0,0.0,27.8,21.1,23.8,3.4,6,5
9378.0,0,4.1,0.0,29.4,21.1,24.7,4.7,6,6
12468.0,0,0.0,0.0,30.6,20.6,24.7,3.8,6,0
13271.0,0,0.0,0.0,30.6,18.3,25.4,4.3,6,1
13586.0,0,0.0,0.0,23.3,16.7,20.9,6.3,6,2
13423.0,0,0.0,0.0,27.8,11.7,20.3,4.3,6,3
13730.0,0,0.0,0.0,27.8,17.2,22.8,4.4,6,4
11993.0,0,0.0,0.0,35.6,18.9,25.7,4.4,6,5
11023.0,0,0.0,0.0,33.9,21.1,29.4,6.4,6,6
13161.0,0,0.0,0.0,27.2,17.8,22.7,4.9,6,0
13949.0,0,0.0,0.0,27.2,19.4,24.1,3.9,6,1
12954.0,0,0.0,0.0,28.3,18.9,22.8,3.0,6,2
11056.0,0,11.7,0.0,31.7,20.0,25.2,3.8,6,3
13290.0,0,0.0,0.0,27.8,18.9,22.6,4.6,6,4
13550.0,0,0.0,0.0,29.4,18.9,24.1,3.0,6,5
11830.0,0,0.0,0.0,32.2,18.3,24.8,3.2,6,6
12912.0,0,0.0,0.0,32.8,20.0,26.3,3.4,6,0
9513.0,0,25.1,0.0,32.8,22.2,26.7,3.5,6,1
13902.0,0,0.0,0.0,30.0,20.6,24.9,3.6,6,2
9435.0,0,13.5,0.0,27.8,21.1,24.2,3.0,6,3
12405.0,0,0.0,0.0,30.0,21.7,25.4,3.5,6,4
13600.0,0,0.0,0.0,29.4,22.2,24.9,3.5,6,5
12356.0,0,0.0,0.0,30.0,18.9,24.9,2.3,6,6
11922.0,0,8.9,0.0,30.6,20.0,24.7,4.5,6,0
11064.0,0,22.1,0.0,30.6,20.6,25.9,3.0,6,1
13778.0,0,0.0,0.0,27.8,20.0,23.7,4.7,6,2
13318.0,0,0.0,0.0,28.9,18.3,23.7,2.8,6,3
12405.0,0,6.1,0.0,31.1,21.7,25.8,3.2,7,4
14072.0,0,0.0,0.0,26.7,21.1,24.3,4.3,7,5
13036.0,0,1.8,0.0,23.3,17.8,21.7,2.1,7,6
7600.0,1,7.9,0.0,23.3,20.0,21.3,4.1,7,0
11970.0,0,6.9,0.0,32.8,23.3,26.6,3.6,7,1
12448.0,0,0.0,0.0,34.4,25.0,29.1,2.2,7,2
12218.0,0,0.0,0.0,33.9,25.0,29.4,3.7,7,3
11581.0,0,0.8,0.0,32.8,25.0,28.8,3.2,7,4
12198.0,0,4.6,0.0,33.9,25.6,28.4,3.8,7,5
11981.0,0,0.0,0.0,30.0,23.3,26.9,4.0,7,6
12710.0,0,0.0,0.0,31.1,21.1,26.4,2.6,7,0
13168.0,0,0.0,0.0,30.6,22.8,26.3,3.6,7,1
12520.0,0,0.0,0.0,32.2,23.9,27.4,3.0,7,2
12086.0,0,0.0,0.0,36.7,23.9,29.5,4.5,7,3
12613.0,0,0.0,0.0,34.4,24.4,29.7,3.5,7,4
13837.0,0,10.9,0.0,33.9,22.2,28.4,3.0,7,5
15526.0,0,0.0,0.0,33.9,21.7,26.2,3.1,7,6
9729.0,0,11.2,0.0,35.0,22.8,28.4,3.8,7,0
12325.0,0,11.7,0.0,33.3,21.1,27.1,3.3,7,1
13300.0,0,0.0,0.0,31.7,21.1,25.9,2.6,7,2
12862.0,0,0.0,0.0,32.2,21.7,26.9,3.1,7,3
12105.0,0,0.0,0.0,35.0,23.3,28.3,3.6,7,4
10261.0,0,0.0,0.0,36.7,26.1,31.2,3.8,7,5
9615.0,0,0.0,0.0,36.1,26.7,31.5,3.1,7,6
10275.0,0,0.0,0.0,37.8,27.2,31.8,3.8,7,0
11150.0,0,0.0,0.0,36.7,26.7,31.1,2.9,7,1
11564.0,0,0.0,0.0,36.1,27.2,30.9,2.9,7,2
9364.0,0,6.9,0.0,35.0,25.0,29.9,3.1,7,3
12148.0,0,2.5,0.0,33.3,23.9,27.2,3.4,7,4
8930.0,0,8.4,0.0,32.2,23.3,28.1,3.7,7,5
10838.0,0,0.0,0.0,33.3,23.9,26.9,2.3,7,6
11948.0,0,0.0,0.0,33.9,24.4,28.4,2.9,8,0
13369.0,0,0.0,0.0,32.8,23.9,27.7,3.4,8,1
13587.0,0,0.0,0.0,28.3,22.2,25.3,3.1,8,2
13555.0,0,0.0,0.0,30.0,21.1,25.3,3.0,8,3
13186.0,0,0.0,0.0,29.4,22.8,25.3,3.7,8,4
11340.0,0,1.5,0.0,34.4,23.9,27.2,3.6,8,5
11962.0,0,0.0,0.0,33.3,21.7,27.7,3.2,8,6
11926.0,0,0.0,0.0,33.3,21.1,26.6,2.9,8,0
12424.0,0,0.0,0.0,27.2,20.0,23.7,1.9,8,1
12258.0,0,0.0,0.0,35.0,25.0,28.6,4.9,8,2
11466.0,0,0.0,0.0,36.1,25.6,30.4,4.8,8,3
10853.0,0,0.0,0.0,37.2,27.2,31.2,5.0,8,4
8717.0,0,0.0,0.0,38.3,27.2,31.8,5.1,8,5
7708.0,0,0.0,0.0,37.8,26.7,32.8,3.9,8,6
9240.0,0,29.5,0.0,37.8,22.8,29.9,3.1,8,0
11316.0,0,0.0,0.0,36.1,23.9,27.9,4.3,8,1
10988.0,0,22.4,0.0,35.0,22.2,30.7,3.4,8,2
11821.0,0,0.0,0.0,33.3,23.3,27.5,3.4,8,3
11915.0,0,0.0,0.0,33.3,23.3,28.6,2.3,8,4
11534.0,0,0.0,0.0,32.8,23.9,28.3,2.8,8,5
7252.0,0,17.5,0.0,32.8,23.3,26.8,4.4,8,6
12349.0,0,0.0,0.0,29.4,20.6,25.3,4.1,8,0
13042.0,0,0.0,0.0,28.9,19.4,24.6,2.6,8,1
12753.0,0,0.0,0.0,30.0,19.4,24.7,3.9,8,2
12524.0,0,0.0,0.0,31.7,21.7,25.9,4.4,8,3
11296.0,0,0.0,0.0,35.0,25.0,29.7,3.3,8,4
11197.0,0,0.0,0.0,33.3,25.0,29.8,3.2,8,5
10528.0,0,0.0,0.0,32.2,23.3,27.5,2.3,8,6
11429.0,0,0.0,0.0,34.4,22.2,27.6,2.5,8,0
12214.0,0,0.0,0.0,32.8,23.9,28.3,2.8,8,1
11609.0,0,0.0,0.0,32.8,22.8,27.4,3.2,8,2
9990.0,0,0.8,0.0,28.3,22.2,25.9,3.6,9,3
12709.0,0,0.0,0.0,27.2,19.4,23.9,4.7,9,4
11019.0,0,0.0,0.0,27.8,21.1,23.8,6.7,9,5
12784.0,0,0.0,0.0,28.3,20.0,23.9,3.6,9,6
11211.0,1,0.0,0.0,31.1,18.3,24.2,2.5,9,0
11749.0,0,0.0,0.0,34.4,21.7,27.4,5.2,9,1
11027.0,0,0.5,0.0,34.4,22.8,28.1,2.7,9,2
11468.0,0,0.0,0.0,36.7,23.9,28.6,3.7,9,3
11409.0,0,0.0,0.0,35.6,25.6,30.1,3.2,9,4
10372.0,0,0.0,0.0,35.0,25.0,29.4,4.7,9,5
11573.0,0,0.0,0.0,30.0,21.1,27.9,4.9,9,6
12307.0,0,0.0,0.0,30.0,18.9,24.1,3.5,9,0
12802.0,0,0.0,0.0,31.7,20.6,25.3,4.6,9,1
12520.0,0,0.0,0.0,35.0,20.6,27.0,3.0,9,2
13265.0,0,0.0,0.0,25.0,19.4,24.1,4.2,9,3
13205.0,0,0.0,0.0,26.1,18.9,21.8,3.0,9,4
12895.0,0,0.0,0.0,28.3,20.0,23.5,3.7,9,5
11338.0,0,0.0,0.0,31.7,21.7,25.5,4.1,9,6
8459.0,0,11.7,0.0,25.6,22.8,24.8,3.0,9,0
12625.0,0,0.0,0.0,26.7,21.7,23.6,3.8,9,1
12486.0,0,0.0,0.0,27.8,22.8,24.9,3.5,9,2
12725.0,0,0.0,0.0,30.6,20.0,25.1,3.1,9,3
13336.0,0,0.0,0.0,32.2,18.9,24.6,2.2,9,4
13092.0,0,0.0,0.0,25.0,18.3,23.2,3.8,9,5
11943.0,0,0.0,0.0,23.9,15.0,19.3,2.8,9,6
11451.0,0,3.0,0.0,21.7,17.8,19.7,4.4,9,0
12351.0,0,10.9,0.0,25.0,18.3,20.7,2.4,9,1
7723.0,0,7.9,0.0,21.7,17.8,19.5,4.4,9,2
5886.0,0,25.9,0.0,21.1,18.3,20.8,7.0,9,3
8526.0,0,2.8,0.0,18.9,16.7,18.0,6.6,9,4
6629.0,0,5.8,0.0,19.4,17.2,18.3,3.8,10,5
10444.0,0,0.5,0.0,24.4,18.3,19.9,1.6,10,6
12301.0,0,0.0,0.0,25.6,17.2,21.3,3.0,10,0
12794.0,0,0.0,0.0,24.4,15.0,18.9,4.3,10,1
12590.0,0,0.0,0.0,22.2,14.4,17.9,3.7,10,2
12362.0,0,0.0,0.0,21.1,15.6,18.1,3.0,10,3
13195.0,0,0.0,0.0,23.3,16.7,19.1,3.3,10,4
5125.0,0,6.4,0.0,19.4,18.3,19.2,4.2,10,5
10026.0,0,2.3,0.0,20.6,12.2,17.3,8.9,10,6
10415.0,1,0.0,0.0,18.9,9.4,14.2,4.8,10,0
11529.0,0,0.0,0.0,20.0,7.8,13.5,1.7,10,1
11797.0,0,0.0,0.0,21.1,10.0,15.1,1.7,10,2
12239.0,0,0.0,0.0,22.8,12.2,16.4,3.8,10,3
12471.0,0,0.0,0.0,19.4,9.4,14.6,2.2,10,4
12319.0,0,0.0,0.0,20.6,10.0,14.8,2.2,10,5
11253.0,0,0.0,0.0,22.8,11.7,16.2,3.1,10,6
11905.0,0,0.0,0.0,27.8,15.0,20.1,3.0,10,0
12986.0,0,0.0,0.0,27.8,17.2,21.1,3.8,10,1
12922.0,0,0.0,0.0,30.6,18.3,23.3,2.2,10,2
13019.0,0,0.5,0.0,29.4,20.0,23.8,3.7,10,3
10585.0,0,6.6,0.0,26.1,14.4,21.1,5.8,10,4
8904.0,0,0.0,0.0,16.1,10.6,14.0,8.5,10,5
9605.0,0,0.0,0.0,20.6,7.2,13.2,4.6,10,6
10800.0,0,0.0,0.0,21.7,10.6,16.3,5.1,10,0
11181.0,0,0.0,0.0,17.8,8.3,13.1,5.0,10,1
10697.0,0,0.0,0.0,14.4,5.0,10.4,2.1,10,2
9280.0,0,0.8,0.0,17.2,10.0,12.9,3.3,10,3
10627.0,0,0.0,0.0,17.2,8.3,14.4,5.6,10,4
11615.0,0,0.0,0.0,23.9,6.7,13.9,3.8,10,5
10902.0,0,0.0,0.0,26.7,14.4,18.8,4.1,10,6
10726.0,0,0.0,0.0,16.7,8.9,15.1,3.8,10,0
11369.0,0,0.0,0.0,16.1,8.9,12.1,2.6,11,1
12123.0,0,0.0,0.0,22.8,11.7,15.8,2.4,11,2
11958.0,0,0.0,0.0,28.3,14.4,19.3,4.1,11,3
11980.0,0,0.0,0.0,18.3,9.4,16.6,5.1,11,4
11303.0,0,0.0,0.0,20.6,6.7,13.1,2.6,11,5
9840.0,0,0.0,0.0,21.1,10.0,14.9,4.2,11,6
10155.0,0,0.0,0.0,16.1,6.7,11.7,2.6,11,0
12026.0,0,0.0,0.0,20.0,5.0,10.9,2.3,11,1
7399.0,0,4.8,0.0,18.9,10.6,14.2,4.6,11,2
10251.0,0,0.0,0.0,17.2,6.7,11.8,5.0,11,3
9848.0,1,0.0,0.0,19.4,7.8,13.2,5.9,11,4
8155.0,0,0.0,0.0,17.8,0.6,7.6,2.4,11,6
9210.0,0,0.0,0.0,13.3,2.2,8.4,1.7,11,0
10395.0,0,0.0,0.0,18.9,9.4,12.6,3.0,11,1
10046.0,0,0.5,0.0,19.4,5.0,11.5,3.0,11,2
10495.0,0,0.0,0.0,17.2,6.7,12.1,2.9,11,3
11253.0,0,0.0,0.0,21.1,5.0,12.1,1.7,11,4
8247.0,0,1.3,0.0,22.2,5.6,12.3,4.5,11,5
3826.0,0,0.0,0.0,8.3,2.8,5.8,8.9,11,6
6826.0,0,0.0,0.0,8.3,2.2,4.2,5.7,11,0
7626.0,0,0.0,0.0,10.6,1.1,4.8,4.5,11,1
6903.0,0,0.0,0.0,10.6,0.0,5.8,1.4,11,2
3328.0,1,0.0,0.0,13.9,6.1,9.4,1.0,11,3
5831.0,0,0.0,0.0,14.4,6.7,9.8,1.6,11,4
4991.0,0,0.0,0.0,11.1,5.6,9.2,5.6,11,5
4867.0,0,0.0,0.0,12.2,3.9,7.5,2.6,11,6
8027.0,0,0.0,0.0,12.2,1.7,6.4,2.9,11,0
6331.0,0,3.0,0.0,17.2,8.9,11.9,2.2,11,1
6170.0,0,9.7,0.0,20.6,11.1,15.5,2.7,11,2
9131.0,0,3.6,0.0,17.2,8.3,13.8,5.2,12,3
8411.0,0,0.0,0.0,12.8,6.7,9.0,5.7,12,4
6209.0,0,0.0,0.0,10.6,5.6,7.8,6.0,12,5
5264.0,0,1.3,0.0,8.3,3.3,5.9,3.3,12,6
8210.0,0,4.6,0.0,13.9,4.4,7.8,3.8,12,0
3893.0,0,26.2,0.0,7.8,5.6,7.0,4.4,12,1
8655.0,0,0.0,0.0,11.1,2.8,7.9,3.3,12,2
7993.0,0,0.0,0.0,8.9,1.1,6.2,3.9,12,3
6419.0,0,0.0,0.0,5.0,-1.0,1.9,6.0,12,4
4202.0,0,0.0,0.0,3.9,-3.2,0.7,4.4,12,5
3815.0,0,0.0,0.0,6.1,-1.6,0.7,3.2,12,6
7037.0,0,4.1,0.0,13.3,5.0,7.1,4.5,12,0
7743.0,0,0.0,0.0,8.3,4.4,6.6,2.4,12,1
7610.0,0,0.0,0.0,9.4,2.8,5.7,3.4,12,2
4556.0,0,0.0,0.0,4.4,-7.7,0.2,7.6,12,3
4517.0,0,0.0,0.0,-1.0,-8.2,-5.9,3.4,12,4
2319.0,0,6.6,0.0,10.0,-2.1,-0.1,3.7,12,5
3313.0,0,0.3,0.0,19.4,2.2,10.2,7.5,12,6
6328.0,0,0.0,0.0,3.9,-0.5,1.8,4.3,12,0
6106.0,0,0.0,0.0,2.8,-3.2,-0.3,2.3,12,1
6587.0,0,0.0,0.0,8.9,-2.7,2.7,2.2,12,2
6187.0,0,0.0,0.0,15.6,1.7,6.7,4.6,12,3
4209.0,0,0.0,0.0,8.9,-0.5,4.3,2.6,12,4
2155.0,1,0.0,0.0,10.6,1.7,5.9,1.7,12,6
2361.0,1,0.0,0.0,9.4,2.8,5.4,2.7,12,0
5803.0,0,0.0,0.0,20.0,9.4,13.1,5.3,12,1
6396.0,0,0.0,0.0,11.1,2.8,9.2,3.5,12,2
4254.0,0,6.1,0.0,11.1,1.7,5.7,3.6,12,3
4447.0,0,0.0,0.0,6.7,0.0,4.3,5.1,12,4
3217.0,0,0.0,0.0,9.4,-2.1,2.9,5.8,12,5
